17784930076N iot/window {"phase":"BENCHMARK","idx":0,"average":0.000000,"adaptive_rate":105979.36,"sample_count":0,"compute_ms":94.3580,"timestamp_us":1778493007626926,"signal":0,"filter":0,"anomaly_prob":0.00,"tpr":0.0000,"fpr":0.0000,"mean_err":0.000000,"tp":0,"fp":0,"fn":0,"tn":0,"bytes":0,"current_ma":88.70,"voltage_v":5.112,"power_mw":453.43,"energy_mj":30.1053}
17784930726N iot/window {"phase":"SIG2_WINDOW","idx":0,"average":0.002532,"adaptive_rate":89.84,"sample_count":449,"compute_ms":8.7500,"timestamp_us":1778493072280906,"signal":2,"filter":0,"anomaly_prob":0.00,"tpr":0.0000,"fpr":0.0000,"mean_err":0.000000,"tp":0,"fp":0,"fn":0,"tn":0,"bytes":1796,"current_ma":54.20,"voltage_v":5.124,"power_mw":277.72,"energy_mj":2512.0486}
17784930776N iot/window {"phase":"SIG2_WINDOW","idx":1,"average":0.002532,"adaptive_rate":89.84,"sample_count":449,"compute_ms":8.7540,"timestamp_us":1778493077219912,"signal":2,"filter":0,"anomaly_prob":0.00,"tpr":0.0000,"fpr":0.0000,"mean_err":0.000000,"tp":0,"fp":0,"fn":0,"tn":0,"bytes":1796,"current_ma":62.90,"voltage_v":5.124,"power_mw":322.30,"energy_mj":4404.2915}
17784930826N iot/window {"phase":"SIG2_WINDOW","idx":2,"average":0.002532,"adaptive_rate":89.84,"sample_count":449,"compute_ms":8.7530,"timestamp_us":1778493082158909,"signal":2,"filter":0,"anomaly_prob":0.00,"tpr":0.0000,"fpr":0.0000,"mean_err":0.000000,"tp":0,"fp":0,"fn":0,"tn":0,"bytes":1796,"current_ma":57.70,"voltage_v":5.120,"power_mw":295.42,"energy_mj":6084.5767}
17784930876N iot/window {"phase":"SIG2_WINDOW","idx":3,"average":0.002532,"adaptive_rate":89.84,"sample_count":449,"compute_ms":8.7500,"timestamp_us":1778493087097906,"signal":2,"filter":0,"anomaly_prob":0.00,"tpr":0.0000,"fpr":0.0000,"mean_err":0.000000,"tp":0,"fp":0,"fn":0,"tn":0,"bytes":1796,"current_ma":61.40,"voltage_v":5.124,"power_mw":314.61,"energy_mj":7743.0483}
17784930926N iot/window {"phase":"SIG2_WINDOW","idx":4,"average":0.002532,"adaptive_rate":89.84,"sample_count":449,"compute_ms":8.8960,"timestamp_us":1778493092037054,"signal":2,"filter":0,"anomaly_prob":0.00,"tpr":0.0000,"fpr":0.0000,"mean_err":0.000000,"tp":0,"fp":0,"fn":0,"tn":0,"bytes":1796,"current_ma":63.60,"voltage_v":5.120,"power_mw":325.63,"energy_mj":9465.4150}
17784930996N iot/window {"phase":"NOISY_p1","idx":0,"average":-0.237576,"adaptive_rate":9.77,"sample_count":48,"compute_ms":0.3460,"timestamp_us":1778493099437507,"signal":0,"filter":1,"anomaly_prob":0.01,"tpr":0.0000,"fpr":0.0000,"mean_err":0.141096,"tp":0,"fp":0,"fn":0,"tn":28,"bytes":192,"current_ma":57.20,"voltage_v":5.124,"power_mw":293.09,"energy_mj":1863.3087}
17784931046N iot/window {"phase":"NOISY_p1","idx":1,"average":0.051213,"adaptive_rate":9.77,"sample_count":48,"compute_ms":0.3350,"timestamp_us":1778493104333493,"signal":0,"filter":1,"anomaly_prob":0.01,"tpr":0.0000,"fpr":0.0000,"mean_err":0.178686,"tp":0,"fp":0,"fn":0,"tn":28,"bytes":192,"current_ma":55.60,"voltage_v":5.120,"power_mw":284.67,"energy_mj":3745.8970}
17784931096N iot/window {"phase":"NOISY_p1","idx":2,"average":-0.086335,"adaptive_rate":9.77,"sample_count":48,"compute_ms":0.3360,"timestamp_us":1778493109229495,"signal":0,"filter":1,"anomaly_prob":0.01,"tpr":0.0000,"fpr":0.0000,"mean_err":0.386730,"tp":0,"fp":0,"fn":1,"tn":27,"bytes":192,"current_ma":62.00,"voltage_v":5.124,"power_mw":317.69,"energy_mj":5342.9521}
17784931146N iot/window {"phase":"NOISY_p1","idx":3,"average":0.081899,"adaptive_rate":9.77,"sample_count":48,"compute_ms":0.3350,"timestamp_us":1778493114125494,"signal":0,"filter":1,"anomaly_prob":0.01,"tpr":0.0000,"fpr":0.0000,"mean_err":0.177996,"tp":0,"fp":0,"fn":0,"tn":28,"bytes":192,"current_ma":65.10,"voltage_v":5.124,"power_mw":333.57,"energy_mj":6990.5073}
17784931196N iot/window {"phase":"NOISY_p1","idx":4,"average":-0.131385,"adaptive_rate":9.77,"sample_count":48,"compute_ms":0.3470,"timestamp_us":1778493119021506,"signal":0,"filter":1,"anomaly_prob":0.01,"tpr":0.0000,"fpr":0.0000,"mean_err":0.138496,"tp":0,"fp":0,"fn":0,"tn":28,"bytes":192,"current_ma":64.40,"voltage_v":5.124,"power_mw":329.99,"energy_mj":8587.4785}
17784931246N iot/window {"phase":"NOISY_p1","idx":0,"average":0.074049,"adaptive_rate":9.77,"sample_count":48,"compute_ms":1.1710,"timestamp_us":1778493123918332,"signal":0,"filter":2,"anomaly_prob":0.01,"tpr":0.0000,"fpr":0.0000,"mean_err":0.179175,"tp":0,"fp":0,"fn":0,"tn":28,"bytes":192,"current_ma":65.40,"voltage_v":5.120,"power_mw":334.85,"energy_mj":10298.8438}
17784931296N iot/window {"phase":"NOISY_p1","idx":1,"average":0.321065,"adaptive_rate":9.77,"sample_count":48,"compute_ms":1.1400,"timestamp_us":1778493128814300,"signal":0,"filter":2,"anomaly_prob":0.01,"tpr":0.0000,"fpr":0.0000,"mean_err":0.567451,"tp":0,"fp":0,"fn":1,"tn":27,"bytes":192,"current_ma":118.50,"voltage_v":5.104,"power_mw":604.82,"energy_mj":12095.6816}
17784931346N iot/window {"phase":"NOISY_p1","idx":2,"average":0.047499,"adaptive_rate":9.77,"sample_count":48,"compute_ms":1.1540,"timestamp_us":1778493133710316,"signal":0,"filter":2,"anomaly_prob":0.01,"tpr":1.0000,"fpr":0.0000,"mean_err":0.153428,"tp":1,"fp":0,"fn":0,"tn":27,"bytes":192,"current_ma":64.70,"voltage_v":5.124,"power_mw":331.52,"energy_mj":13749.5225}
17784931386N iot/window {"phase":"NOISY_p1","idx":3,"average":0.257797,"adaptive_rate":9.77,"sample_count":48,"compute_ms":1.3870,"timestamp_us":1778493138606547,"signal":0,"filter":2,"anomaly_prob":0.01,"tpr":0.0000,"fpr":0.0000,"mean_err":0.490626,"tp":0,"fp":0,"fn":1,"tn":27,"bytes":192,"current_ma":64.20,"voltage_v":5.124,"power_mw":328.96,"energy_mj":15339.0010}
17784931436N iot/window {"phase":"NOISY_p1","idx":4,"average":0.086636,"adaptive_rate":9.77,"sample_count":48,"compute_ms":1.1150,"timestamp_us":1778493143502275,"signal":0,"filter":2,"anomaly_prob":0.01,"tpr":0.0000,"fpr":0.0000,"mean_err":0.145924,"tp":0,"fp":0,"fn":0,"tn":28,"bytes":192,"current_ma":64.20,"voltage_v":5.124,"power_mw":328.96,"energy_mj":16954.5430}
17784931486N iot/window {"phase":"NOISY_p5","idx":0,"average":-0.039545,"adaptive_rate":9.77,"sample_count":48,"compute_ms":0.3390,"timestamp_us":1778493148736497,"signal":0,"filter":1,"anomaly_prob":0.05,"tpr":0.0000,"fpr":0.0000,"mean_err":0.695092,"tp":0,"fp":0,"fn":2,"tn":26,"bytes":192,"current_ma":56.60,"voltage_v":5.124,"power_mw":290.02,"energy_mj":1630.7012}
17784931536N iot/window {"phase":"NOISY_p5","idx":1,"average":-0.246511,"adaptive_rate":9.77,"sample_count":48,"compute_ms":0.3280,"timestamp_us":1778493153632488,"signal":0,"filter":1,"anomaly_prob":0.05,"tpr":0.0000,"fpr":0.0000,"mean_err":0.654441,"tp":0,"fp":0,"fn":1,"tn":27,"bytes":192,"current_ma":62.00,"voltage_v":5.128,"power_mw":317.94,"energy_mj":3287.3032}
17784931586N iot/window {"phase":"NOISY_p5","idx":2,"average":0.353723,"adaptive_rate":9.77,"sample_count":48,"compute_ms":0.3460,"timestamp_us":1778493158528505,"signal":0,"filter":1,"anomaly_prob":0.05,"tpr":0.0000,"fpr":0.0000,"mean_err":0.643194,"tp":0,"fp":0,"fn":1,"tn":27,"bytes":192,"current_ma":69.90,"voltage_v":5.124,"power_mw":358.17,"energy_mj":4939.3140}
17784931636N iot/window {"phase":"NOISY_p5","idx":3,"average":-0.516627,"adaptive_rate":9.77,"sample_count":48,"compute_ms":0.3250,"timestamp_us":1778493163424483,"signal":0,"filter":1,"anomaly_prob":0.05,"tpr":0.0000,"fpr":0.0000,"mean_err":0.885211,"tp":0,"fp":0,"fn":2,"tn":26,"bytes":192,"current_ma":56.80,"voltage_v":5.124,"power_mw":291.04,"energy_mj":6871.9243}
17784931686N iot/window {"phase":"NOISY_p5","idx":4,"average":0.022243,"adaptive_rate":9.77,"sample_count":48,"compute_ms":0.3270,"timestamp_us":1778493168320485,"signal":0,"filter":1,"anomaly_prob":0.05,"tpr":0.0000,"fpr":0.0000,"mean_err":0.139434,"tp":0,"fp":0,"fn":0,"tn":28,"bytes":192,"current_ma":63.90,"voltage_v":5.124,"power_mw":327.42,"energy_mj":8501.3115}
17784931746N iot/window {"phase":"NOISY_p5","idx":0,"average":-0.215138,"adaptive_rate":9.77,"sample_count":48,"compute_ms":1.1240,"timestamp_us":1778493173217282,"signal":0,"filter":2,"anomaly_prob":0.05,"tpr":0.0000,"fpr":0.0000,"mean_err":0.653056,"tp":0,"fp":0,"fn":1,"tn":27,"bytes":192,"current_ma":69.00,"voltage_v":5.120,"power_mw":353.28,"energy_mj":10652.3232}
17784931786N iot/window {"phase":"NOISY_p5","idx":1,"average":0.062304,"adaptive_rate":9.77,"sample_count":48,"compute_ms":1.1320,"timestamp_us":1778493178113290,"signal":0,"filter":2,"anomaly_prob":0.05,"tpr":0.0000,"fpr":0.0000,"mean_err":0.480112,"tp":0,"fp":0,"fn":1,"tn":27,"bytes":192,"current_ma":56.30,"voltage_v":5.124,"power_mw":288.48,"energy_mj":11915.5488}
17784931836N iot/window {"phase":"NOISY_p5","idx":2,"average":0.042435,"adaptive_rate":9.77,"sample_count":48,"compute_ms":1.1470,"timestamp_us":1778493183009306,"signal":0,"filter":2,"anomaly_prob":0.05,"tpr":0.0000,"fpr":0.0000,"mean_err":0.164532,"tp":0,"fp":0,"fn":0,"tn":28,"bytes":192,"current_ma":55.60,"voltage_v":5.124,"power_mw":284.89,"energy_mj":13551.3408}
17784931886N iot/window {"phase":"NOISY_p5","idx":3,"average":0.298169,"adaptive_rate":9.77,"sample_count":48,"compute_ms":1.1360,"timestamp_us":1778493187905294,"signal":0,"filter":2,"anomaly_prob":0.05,"tpr":1.0000,"fpr":0.0000,"mean_err":0.236911,"tp":1,"fp":0,"fn":0,"tn":27,"bytes":192,"current_ma":63.30,"voltage_v":5.124,"power_mw":324.35,"energy_mj":15228.1660}
17784931936N iot/window {"phase":"NOISY_p5","idx":4,"average":-0.084930,"adaptive_rate":9.77,"sample_count":48,"compute_ms":1.1120,"timestamp_us":1778493192801270,"signal":0,"filter":2,"anomaly_prob":0.05,"tpr":0.0000,"fpr":0.0000,"mean_err":0.365691,"tp":0,"fp":0,"fn":1,"tn":27,"bytes":192,"current_ma":63.20,"voltage_v":5.124,"power_mw":323.84,"energy_mj":16914.0527}
17784931986N iot/window {"phase":"NOISY_p10","idx":0,"average":0.343862,"adaptive_rate":9.77,"sample_count":48,"compute_ms":0.3360,"timestamp_us":1778493198035494,"signal":0,"filter":1,"anomaly_prob":0.10,"tpr":0.0000,"fpr":0.0000,"mean_err":0.895862,"tp":0,"fp":0,"fn":2,"tn":26,"bytes":192,"current_ma":63.60,"voltage_v":5.124,"power_mw":325.89,"energy_mj":1549.2545}
17784932036N iot/window {"phase":"NOISY_p10","idx":1,"average":0.054767,"adaptive_rate":9.77,"sample_count":48,"compute_ms":0.3430,"timestamp_us":1778493202931505,"signal":0,"filter":1,"anomaly_prob":0.10,"tpr":0.0000,"fpr":0.0000,"mean_err":1.474019,"tp":0,"fp":0,"fn":4,"tn":24,"bytes":192,"current_ma":64.60,"voltage_v":5.124,"power_mw":331.01,"energy_mj":3144.3616}
17784932086N iot/window {"phase":"NOISY_p10","idx":2,"average":-0.326672,"adaptive_rate":9.77,"sample_count":48,"compute_ms":0.3250,"timestamp_us":1778493207827483,"signal":0,"filter":1,"anomaly_prob":0.10,"tpr":0.0000,"fpr":0.0000,"mean_err":0.691228,"tp":0,"fp":0,"fn":1,"tn":27,"bytes":192,"current_ma":54.20,"voltage_v":5.128,"power_mw":277.94,"energy_mj":4790.5557}
17784932126N iot/window {"phase":"NOISY_p10","idx":3,"average":0.241218,"adaptive_rate":9.77,"sample_count":48,"compute_ms":0.3370,"timestamp_us":1778493212723496,"signal":0,"filter":1,"anomaly_prob":0.10,"tpr":0.0000,"fpr":0.0000,"mean_err":1.832811,"tp":0,"fp":0,"fn":5,"tn":23,"bytes":192,"current_ma":61.30,"voltage_v":5.124,"power_mw":314.10,"energy_mj":6457.0527}
17784932176N iot/window {"phase":"NOISY_p10","idx":4,"average":0.205807,"adaptive_rate":9.77,"sample_count":48,"compute_ms":0.3260,"timestamp_us":1778493217619484,"signal":0,"filter":1,"anomaly_prob":0.10,"tpr":0.0000,"fpr":0.0000,"mean_err":1.006066,"tp":0,"fp":0,"fn":2,"tn":26,"bytes":192,"current_ma":65.60,"voltage_v":5.120,"power_mw":335.87,"energy_mj":8141.4233}
17784932236N iot/window {"phase":"NOISY_p10","idx":0,"average":0.081081,"adaptive_rate":9.77,"sample_count":48,"compute_ms":1.1440,"timestamp_us":1778493222516303,"signal":0,"filter":2,"anomaly_prob":0.10,"tpr":0.0000,"fpr":0.0000,"mean_err":0.561544,"tp":0,"fp":0,"fn":1,"tn":27,"bytes":192,"current_ma":56.10,"voltage_v":5.124,"power_mw":287.46,"energy_mj":9951.3086}
17784932276N iot/window {"phase":"NOISY_p10","idx":1,"average":0.413253,"adaptive_rate":9.77,"sample_count":48,"compute_ms":1.1520,"timestamp_us":1778493227412310,"signal":0,"filter":2,"anomaly_prob":0.10,"tpr":0.0000,"fpr":0.0000,"mean_err":1.058809,"tp":0,"fp":0,"fn":3,"tn":25,"bytes":192,"current_ma":56.40,"voltage_v":5.124,"power_mw":288.99,"energy_mj":11628.8213}
17784932326N iot/window {"phase":"NOISY_p10","idx":2,"average":0.499024,"adaptive_rate":9.77,"sample_count":48,"compute_ms":1.1390,"timestamp_us":1778493232308298,"signal":0,"filter":2,"anomaly_prob":0.10,"tpr":0.2500,"fpr":0.0000,"mean_err":1.137217,"tp":1,"fp":0,"fn":3,"tn":24,"bytes":192,"current_ma":68.50,"voltage_v":5.124,"power_mw":350.99,"energy_mj":13231.8311}
17784932376N iot/window {"phase":"NOISY_p10","idx":3,"average":0.650158,"adaptive_rate":9.77,"sample_count":48,"compute_ms":1.1380,"timestamp_us":1778493237204298,"signal":0,"filter":2,"anomaly_prob":0.10,"tpr":0.0000,"fpr":0.0000,"mean_err":1.256786,"tp":0,"fp":0,"fn":3,"tn":25,"bytes":192,"current_ma":64.30,"voltage_v":5.124,"power_mw":329.47,"energy_mj":14935.0068}
17784932426N iot/window {"phase":"NOISY_p10","idx":4,"average":0.599163,"adaptive_rate":9.77,"sample_count":48,"compute_ms":1.1180,"timestamp_us":1778493242100278,"signal":0,"filter":2,"anomaly_prob":0.10,"tpr":0.0000,"fpr":0.0000,"mean_err":2.683811,"tp":0,"fp":0,"fn":6,"tn":22,"bytes":192,"current_ma":64.90,"voltage_v":5.124,"power_mw":332.55,"energy_mj":16563.6367}
17784932726N iot/window {"phase":"WINDOW_TRADEOFF","idx":0,"average":0.000000,"adaptive_rate":5.00,"sample_count":288,"compute_ms":7.1910,"timestamp_us":1778493272205339,"signal":-1,"filter":1,"anomaly_prob":0.05,"tpr":0.0000,"fpr":0.0000,"mean_err":0.684511,"tp":0,"fp":0,"fn":17,"tn":271,"bytes":20,"current_ma":87.70,"voltage_v":5.116,"power_mw":448.67,"energy_mj":10155.2012}
17784932726N iot/window {"phase":"WINDOW_TRADEOFF","idx":0,"average":0.000000,"adaptive_rate":5.00,"sample_count":288,"compute_ms":7.8720,"timestamp_us":1778493272213241,"signal":-1,"filter":2,"anomaly_prob":0.05,"tpr":0.1765,"fpr":0.0480,"mean_err":0.761474,"tp":3,"fp":13,"fn":14,"tn":258,"bytes":20,"current_ma":87.70,"voltage_v":5.116,"power_mw":448.67,"energy_mj":10155.2012}
17784932726N iot/window {"phase":"WINDOW_TRADEOFF","idx":1,"average":0.000000,"adaptive_rate":11.00,"sample_count":282,"compute_ms":7.0930,"timestamp_us":1778493272220354,"signal":-1,"filter":1,"anomaly_prob":0.05,"tpr":0.0000,"fpr":0.0000,"mean_err":0.647064,"tp":0,"fp":0,"fn":15,"tn":267,"bytes":44,"current_ma":87.70,"voltage_v":5.116,"power_mw":448.67,"energy_mj":10155.2012}
17784932726N iot/window {"phase":"WINDOW_TRADEOFF","idx":1,"average":0.000000,"adaptive_rate":11.00,"sample_count":282,"compute_ms":10.3820,"timestamp_us":1778493272230754,"signal":-1,"filter":2,"anomaly_prob":0.05,"tpr":0.4000,"fpr":0.0075,"mean_err":0.457338,"tp":6,"fp":2,"fn":9,"tn":265,"bytes":44,"current_ma":87.70,"voltage_v":5.116,"power_mw":448.67,"energy_mj":10155.2012}
17784932726N iot/window {"phase":"WINDOW_TRADEOFF","idx":2,"average":0.000000,"adaptive_rate":21.00,"sample_count":272,"compute_ms":7.1460,"timestamp_us":1778493272237918,"signal":-1,"filter":1,"anomaly_prob":0.05,"tpr":0.2667,"fpr":0.0000,"mean_err":0.513966,"tp":4,"fp":0,"fn":11,"tn":257,"bytes":84,"current_ma":87.70,"voltage_v":5.116,"power_mw":448.67,"energy_mj":10155.2012}
17784932726N iot/window {"phase":"WINDOW_TRADEOFF","idx":2,"average":0.000000,"adaptive_rate":21.00,"sample_count":272,"compute_ms":15.1330,"timestamp_us":1778493272253070,"signal":-1,"filter":2,"anomaly_prob":0.05,"tpr":0.4000,"fpr":0.0000,"mean_err":0.449013,"tp":6,"fp":0,"fn":9,"tn":257,"bytes":84,"current_ma":87.70,"voltage_v":5.116,"power_mw":448.67,"energy_mj":10155.2012}
17784932726N iot/window {"phase":"WINDOW_TRADEOFF","idx":3,"average":0.000000,"adaptive_rate":51.00,"sample_count":242,"compute_ms":7.2050,"timestamp_us":1778493272260294,"signal":-1,"filter":1,"anomaly_prob":0.05,"tpr":0.3077,"fpr":0.0000,"mean_err":0.500966,"tp":4,"fp":0,"fn":9,"tn":229,"bytes":204,"current_ma":87.70,"voltage_v":5.116,"power_mw":448.67,"energy_mj":10155.2012}
17784932726N iot/window {"phase":"WINDOW_TRADEOFF","idx":3,"average":0.000000,"adaptive_rate":51.00,"sample_count":242,"compute_ms":30.5390,"timestamp_us":1778493272290864,"signal":-1,"filter":2,"anomaly_prob":0.05,"tpr":0.2308,"fpr":0.0000,"mean_err":0.545348,"tp":3,"fp":0,"fn":10,"tn":229,"bytes":204,"current_ma":87.70,"voltage_v":5.116,"power_mw":448.67,"energy_mj":10155.2012}
17784932726N iot/window {"phase":"WINDOW_TRADEOFF","idx":4,"average":0.000000,"adaptive_rate":101.00,"sample_count":192,"compute_ms":6.9510,"timestamp_us":1778493272297843,"signal":-1,"filter":1,"anomaly_prob":0.05,"tpr":0.4444,"fpr":0.0000,"mean_err":0.396656,"tp":4,"fp":0,"fn":5,"tn":183,"bytes":404,"current_ma":87.70,"voltage_v":5.116,"power_mw":448.67,"energy_mj":10155.2012}
17784932726N iot/window {"phase":"WINDOW_TRADEOFF","idx":4,"average":0.000000,"adaptive_rate":101.00,"sample_count":192,"compute_ms":49.1580,"timestamp_us":1778493272347021,"signal":-1,"filter":2,"anomaly_prob":0.05,"tpr":0.4444,"fpr":0.0000,"mean_err":0.394488,"tp":4,"fp":0,"fn":5,"tn":183,"bytes":404,"current_ma":87.70,"voltage_v":5.116,"power_mw":448.67,"energy_mj":10155.2012}
17784932726N iot/window {"phase":"WINDOW_TRADEOFF","idx":5,"average":0.000000,"adaptive_rate":201.00,"sample_count":92,"compute_ms":4.5090,"timestamp_us":1778493272351548,"signal":-1,"filter":1,"anomaly_prob":0.05,"tpr":0.2500,"fpr":0.0000,"mean_err":0.446035,"tp":1,"fp":0,"fn":3,"tn":88,"bytes":804,"current_ma":87.70,"voltage_v":5.116,"power_mw":448.67,"energy_mj":10155.2012}
17784932726N iot/window {"phase":"WINDOW_TRADEOFF","idx":5,"average":0.000000,"adaptive_rate":201.00,"sample_count":92,"compute_ms":50.9600,"timestamp_us":1778493272402540,"signal":-1,"filter":2,"anomaly_prob":0.05,"tpr":0.0000,"fpr":0.0000,"mean_err":0.548544,"tp":0,"fp":0,"fn":4,"tn":88,"bytes":804,"current_ma":87.70,"voltage_v":5.116,"power_mw":448.67,"energy_mj":10155.2012}
